order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
aee0098a,31cd633a,delivered,2017-03-26 04:00:00,2017-03-26 07:00:00,2017-03-27 04:00:00,2017-04-04 04:00:00,2017-04-09 04:00:00
b3096b24,869f1738,delivered,2018-08-15 07:00:00,2018-08-15 07:00:00,2018-08-17 07:00:00,2018-08-18 07:00:00,2018-09-06 07:00:00
e3693577,00990a4e,delivered,2017-06-01 15:00:00,2017-06-01 17:00:00,2017-06-02 15:00:00,2017-06-14 15:00:00,2017-06-12 15:00:00
e8172243,7cf4f58f,delivered,2017-04-10 23:00:00,2017-04-11 01:00:00,2017-04-12 23:00:00,2017-04-24 23:00:00,2017-04-24 23:00:00
c4d4460d,f52723f5,delivered,2017-03-09 22:00:00,2017-03-09 23:00:00,2017-03-11 22:00:00,2017-03-15 22:00:00,2017-03-21 22:00:00
540ce225,1b0ba6da,delivered,2018-06-15 14:00:00,2018-06-15 14:00:00,2018-06-17 14:00:00,2018-06-18 14:00:00,2018-07-02 14:00:00
94266cdd,5b0f0546,delivered,2018-04-09 17:00:00,2018-04-09 18:00:00,2018-04-11 17:00:00,2018-04-13 17:00:00,2018-04-19 17:00:00
88ade773,3ecb1f4a,delivered,2017-01-02 14:00:00,2017-01-02 15:00:00,2017-01-04 14:00:00,2017-01-16 14:00:00,2017-01-22 14:00:00
b87b574b,4cafc933,delivered,2018-04-25 20:00:00,2018-04-25 23:00:00,2018-04-27 20:00:00,2018-05-05 20:00:00,2018-05-16 20:00:00
609613c7,bd7d0b96,delivered,2018-08-13 22:00:00,2018-08-14 02:00:00,2018-08-15 22:00:00,2018-08-23 22:00:00,2018-09-04 22:00:00
29d3e3e1,24d7d9f1,delivered,2018-02-08 15:00:00,2018-02-08 18:00:00,2018-02-10 15:00:00,2018-02-19 15:00:00,2018-02-26 15:00:00
1265f0a8,26c2c38c,delivered,2017-02-16 18:00:00,2017-02-16 21:00:00,2017-02-17 18:00:00,2017-02-26 18:00:00,2017-02-27 18:00:00
4bd9440a,d274a24d,delivered,2017-01-24 19:00:00,2017-01-24 23:00:00,2017-01-25 19:00:00,2017-02-06 19:00:00,2017-02-12 19:00:00
149487b3,6cc7be0e,delivered,2018-01-10 13:00:00,2018-01-10 17:00:00,2018-01-12 13:00:00,2018-01-20 13:00:00,2018-01-30 13:00:00
f8744b92,92da57bc,delivered,2017-01-07 21:00:00,2017-01-08 01:00:00,2017-01-08 21:00:00,2017-01-13 21:00:00,2017-01-25 21:00:00
4388e3eb,f5f8e767,delivered,2018-07-02 01:00:00,2018-07-02 05:00:00,2018-07-03 01:00:00,2018-07-13 01:00:00,2018-07-14 01:00:00
da2ec858,4788215a,delivered,2017-09-29 01:00:00,2017-09-29 03:00:00,2017-09-30 01:00:00,2017-10-02 01:00:00,2017-10-10 01:00:00
f5876b4f,183a3505,delivered,2018-08-01 14:00:00,2018-08-01 17:00:00,2018-08-02 14:00:00,2018-08-06 14:00:00,2018-08-24 14:00:00
ec8565fc,35406617,delivered,2017-01-30 10:00:00,2017-01-30 11:00:00,2017-01-31 10:00:00,2017-02-11 10:00:00,2017-02-22 10:00:00
97570f23,f7ebfb38,delivered,2017-08-02 22:00:00,2017-08-02 23:00:00,2017-08-04 22:00:00,2017-08-09 22:00:00,2017-08-26 22:00:00
368b8636,fa9cdca9,delivered,2017-03-20 01:00:00,2017-03-20 02:00:00,2017-03-22 01:00:00,2017-04-02 01:00:00,2017-03-30 01:00:00
06d22e0d,0d4dfb64,delivered,2018-04-06 22:00:00,2018-04-06 22:00:00,2018-04-07 22:00:00,2018-04-19 22:00:00,2018-04-18 22:00:00
90ca9ca4,84538466,shipped,2018-07-27 15:00:00,2018-07-27 15:00:00,2018-07-29 15:00:00,,2018-08-14 15:00:00
fad623e6,c6d78035,delivered,2018-01-05 10:00:00,2018-01-05 12:00:00,2018-01-06 10:00:00,2018-01-15 10:00:00,2018-01-29 10:00:00
c88ed723,895ab401,delivered,2017-01-19 17:00:00,2017-01-19 20:00:00,2017-01-20 17:00:00,2017-01-24 17:00:00,2017-02-04 17:00:00
d9b71a41,4e8fab24,delivered,2017-12-28 16:00:00,2017-12-28 18:00:00,2017-12-30 16:00:00,2017-12-31 16:00:00,2018-01-09 16:00:00
ed5f9bca,f5271411,delivered,2017-10-28 00:00:00,2017-10-28 04:00:00,2017-10-29 00:00:00,2017-11-10 00:00:00,2017-11-11 00:00:00
8a50db1e,b5562c6c,delivered,2017-07-02 16:00:00,2017-07-02 19:00:00,2017-07-04 16:00:00,2017-07-16 16:00:00,2017-07-20 16:00:00
f30ddeb1,7c983fce,delivered,2018-02-13 06:00:00,2018-02-13 07:00:00,2018-02-14 06:00:00,2018-02-21 06:00:00,2018-03-08 06:00:00
20f629fc,243ae7a9,delivered,2018-08-12 23:00:00,2018-08-13 02:00:00,2018-08-14 23:00:00,2018-08-23 23:00:00,2018-08-30 23:00:00
bff701df,2bce5b19,delivered,2017-03-24 00:00:00,2017-03-24 02:00:00,2017-03-26 00:00:00,2017-04-01 00:00:00,2017-04-03 00:00:00
6b3354c3,112064cf,delivered,2018-03-27 16:00:00,2018-03-27 17:00:00,2018-03-28 16:00:00,2018-04-04 16:00:00,2018-04-12 16:00:00
1730a577,c52c6f6f,delivered,2017-08-02 14:00:00,2017-08-02 16:00:00,2017-08-03 14:00:00,2017-08-09 14:00:00,2017-08-24 14:00:00
d2d87298,4cb37efe,delivered,2018-07-30 12:00:00,2018-07-30 16:00:00,2018-08-01 12:00:00,2018-08-03 12:00:00,2018-08-14 12:00:00
8b88d297,4a1b4ab9,delivered,2018-07-27 10:00:00,2018-07-27 13:00:00,2018-07-28 10:00:00,2018-08-03 10:00:00,2018-08-17 10:00:00
ecbe5634,5df621de,delivered,2018-03-31 01:00:00,2018-03-31 05:00:00,2018-04-02 01:00:00,2018-04-07 01:00:00,2018-04-22 01:00:00
a60296bc,eecbd42d,delivered,2017-07-24 06:00:00,2017-07-24 08:00:00,2017-07-26 06:00:00,2017-08-06 06:00:00,2017-08-10 06:00:00
4fb75965,97589b88,delivered,2018-06-04 13:00:00,2018-06-04 14:00:00,2018-06-05 13:00:00,2018-06-12 13:00:00,2018-06-23 13:00:00
f1ceb5ff,f2bfb336,delivered,2017-07-26 18:00:00,2017-07-26 21:00:00,2017-07-28 18:00:00,2017-08-09 18:00:00,2017-08-13 18:00:00
9bbf6fec,85bf77aa,delivered,2017-06-04 14:00:00,2017-06-04 18:00:00,2017-06-05 14:00:00,2017-06-13 14:00:00,2017-06-23 14:00:00
2bc9fe64,945461f2,delivered,2018-07-31 23:00:00,2018-07-31 23:00:00,2018-08-02 23:00:00,2018-08-12 23:00:00,2018-08-18 23:00:00
7046918d,a343e00c,delivered,2017-02-08 09:00:00,2017-02-08 11:00:00,2017-02-10 09:00:00,2017-02-19 09:00:00,2017-03-03 09:00:00
7649f12d,f0b79cf9,delivered,2018-01-15 12:00:00,2018-01-15 13:00:00,2018-01-17 12:00:00,2018-01-18 12:00:00,2018-01-25 12:00:00
d39aa454,2d701140,processing,2017-09-19 01:00:00,2017-09-19 02:00:00,2017-09-20 01:00:00,,2017-10-05 01:00:00
3cc4b05e,d9563509,delivered,2017-04-06 23:00:00,2017-04-07 02:00:00,2017-04-08 23:00:00,2017-04-16 23:00:00,2017-04-22 23:00:00
c705909d,a963caa3,delivered,2018-05-04 11:00:00,2018-05-04 11:00:00,2018-05-06 11:00:00,2018-05-11 11:00:00,2018-05-20 11:00:00
4fc91b3b,b6bf68b5,delivered,2017-05-15 07:00:00,2017-05-15 09:00:00,2017-05-16 07:00:00,2017-05-21 07:00:00,2017-06-05 07:00:00
6dea01e3,5bd5754d,delivered,2018-01-17 12:00:00,2018-01-17 15:00:00,2018-01-19 12:00:00,2018-01-30 12:00:00,2018-01-28 12:00:00
ed8c02d9,9f8fe607,delivered,2017-10-06 04:00:00,2017-10-06 08:00:00,2017-10-07 04:00:00,2017-10-10 04:00:00,2017-10-27 04:00:00
b64843c7,78c350ea,delivered,2017-12-27 12:00:00,2017-12-27 13:00:00,2017-12-29 12:00:00,2017-12-30 12:00:00,2018-01-06 12:00:00
32c1ace8,d7c77574,delivered,2017-06-04 11:00:00,2017-06-04 15:00:00,2017-06-06 11:00:00,2017-06-18 11:00:00,2017-06-20 11:00:00
0b43199d,ce84b976,delivered,2017-08-03 09:00:00,2017-08-03 10:00:00,2017-08-04 09:00:00,2017-08-07 09:00:00,2017-08-21 09:00:00
e242be25,0f998690,delivered,2018-04-24 07:00:00,2018-04-24 11:00:00,2018-04-25 07:00:00,2018-05-08 07:00:00,2018-05-12 07:00:00
b19137d1,12a48ba9,delivered,2017-06-17 02:00:00,2017-06-17 02:00:00,2017-06-18 02:00:00,2017-06-21 02:00:00,2017-07-03 02:00:00
63141d01,03c6eb58,delivered,2017-03-04 14:00:00,2017-03-04 14:00:00,2017-03-06 14:00:00,2017-03-12 14:00:00,2017-03-15 14:00:00
405bb909,ebebd698,delivered,2018-06-16 23:00:00,2018-06-16 23:00:00,2018-06-18 23:00:00,2018-06-22 23:00:00,2018-07-01 23:00:00
ba47eb7c,1c9244f3,delivered,2017-09-07 00:00:00,2017-09-07 04:00:00,2017-09-08 00:00:00,2017-09-20 00:00:00,2017-09-17 00:00:00
221034cd,25751f91,delivered,2018-05-26 14:00:00,2018-05-26 15:00:00,2018-05-28 14:00:00,2018-05-31 14:00:00,2018-06-05 14:00:00
9ad11f6a,c126054a,delivered,2018-04-20 03:00:00,2018-04-20 06:00:00,2018-04-21 03:00:00,2018-04-27 03:00:00,2018-04-30 03:00:00
11849c9e,13046eb3,delivered,2017-04-06 15:00:00,2017-04-06 19:00:00,2017-04-08 15:00:00,2017-04-20 15:00:00,2017-04-18 15:00:00
516307bf,6a0b1a7e,delivered,2018-06-03 14:00:00,2018-06-03 17:00:00,2018-06-04 14:00:00,2018-06-11 14:00:00,2018-06-18 14:00:00
1a82298f,fd77f453,delivered,2017-01-08 18:00:00,2017-01-08 18:00:00,2017-01-10 18:00:00,2017-01-13 18:00:00,2017-01-31 18:00:00
91104deb,aafc3ccd,delivered,2017-08-02 07:00:00,2017-08-02 07:00:00,2017-08-04 07:00:00,2017-08-06 07:00:00,2017-08-16 07:00:00
c00fd229,35b98e6d,delivered,2017-01-13 20:00:00,2017-01-13 23:00:00,2017-01-14 20:00:00,2017-01-27 20:00:00,2017-02-05 20:00:00
ccbcceee,04a4825f,delivered,2017-09-23 15:00:00,2017-09-23 17:00:00,2017-09-24 15:00:00,2017-10-05 15:00:00,2017-10-07 15:00:00
34c22f18,9123f1fb,delivered,2017-07-22 05:00:00,2017-07-22 09:00:00,2017-07-24 05:00:00,2017-08-04 05:00:00,2017-08-07 05:00:00
585c7fc5,dc69e87b,delivered,2018-05-17 02:00:00,2018-05-17 02:00:00,2018-05-18 02:00:00,2018-05-25 02:00:00,2018-06-07 02:00:00
bb5bbe50,b2dfe901,delivered,2017-11-27 05:00:00,2017-11-27 08:00:00,2017-11-29 05:00:00,2017-11-30 05:00:00,2017-12-12 05:00:00
138121a1,6e19266a,delivered,2018-08-02 15:00:00,2018-08-02 16:00:00,2018-08-04 15:00:00,2018-08-05 15:00:00,2018-08-14 15:00:00
9b8d07af,aacf684c,delivered,2018-01-03 23:00:00,2018-01-04 00:00:00,2018-01-05 23:00:00,2018-01-06 23:00:00,2018-01-21 23:00:00
cc560c52,a0fb5781,delivered,2018-02-17 12:00:00,2018-02-17 14:00:00,2018-02-19 12:00:00,2018-03-03 12:00:00,2018-03-06 12:00:00
d250ca7f,9549826c,delivered,2018-08-15 11:00:00,2018-08-15 14:00:00,2018-08-16 11:00:00,2018-08-25 11:00:00,2018-09-03 11:00:00
673d3a31,f96f25c2,delivered,2017-12-11 18:00:00,2017-12-11 19:00:00,2017-12-13 18:00:00,2017-12-17 18:00:00,2017-12-30 18:00:00
2203f58c,40d3de03,delivered,2017-01-23 04:00:00,2017-01-23 06:00:00,2017-01-25 04:00:00,2017-02-06 04:00:00,2017-02-09 04:00:00
10836541,3304645d,delivered,2017-10-12 01:00:00,2017-10-12 05:00:00,2017-10-13 01:00:00,2017-10-15 01:00:00,2017-11-05 01:00:00
4c53dacb,b11a4473,delivered,2017-01-02 10:00:00,2017-01-02 11:00:00,2017-01-04 10:00:00,2017-01-05 10:00:00,2017-01-24 10:00:00
59c1446e,b8b45e31,delivered,2018-04-27 21:00:00,2018-04-27 23:00:00,2018-04-28 21:00:00,2018-05-09 21:00:00,2018-05-18 21:00:00
65ade2b7,6a7c9f34,delivered,2017-10-07 02:00:00,2017-10-07 05:00:00,2017-10-09 02:00:00,2017-10-14 02:00:00,2017-10-22 02:00:00
d0421910,d2753644,delivered,2018-06-29 20:00:00,2018-06-29 20:00:00,2018-07-01 20:00:00,2018-07-11 20:00:00,2018-07-20 20:00:00
7031f0ec,d5d75abd,delivered,2018-08-12 22:00:00,2018-08-12 23:00:00,2018-08-13 22:00:00,2018-08-25 22:00:00,2018-08-25 22:00:00
e606177a,67a0d7fb,delivered,2018-05-30 14:00:00,2018-05-30 17:00:00,2018-06-01 14:00:00,2018-06-03 14:00:00,2018-06-18 14:00:00
57ff4454,dbe0205a,delivered,2017-01-01 10:00:00,2017-01-01 14:00:00,2017-01-03 10:00:00,2017-01-09 10:00:00,2017-01-13 10:00:00
9482fa40,7c1926c2,delivered,2017-03-14 18:00:00,2017-03-14 18:00:00,2017-03-15 18:00:00,2017-03-28 18:00:00,2017-04-04 18:00:00
3543a48c,78542da9,delivered,2018-02-11 10:00:00,2018-02-11 10:00:00,2018-02-12 10:00:00,2018-02-23 10:00:00,2018-03-01 10:00:00
82409d2c,ba504284,delivered,2017-08-07 22:00:00,2017-08-08 00:00:00,2017-08-09 22:00:00,2017-08-13 22:00:00,2017-08-20 22:00:00
a47ccb99,112cc38d,delivered,2017-01-18 15:00:00,2017-01-18 15:00:00,2017-01-19 15:00:00,2017-01-29 15:00:00,2017-02-08 15:00:00
7b07ea02,cd70939d,delivered,2018-06-10 19:00:00,2018-06-10 21:00:00,2018-06-11 19:00:00,2018-06-23 19:00:00,2018-06-26 19:00:00
c7fd5a51,011e871d,delivered,2018-03-21 05:00:00,2018-03-21 08:00:00,2018-03-23 05:00:00,2018-03-30 05:00:00,2018-04-07 05:00:00
8f32549f,55c67382,delivered,2017-11-15 01:00:00,2017-11-15 04:00:00,2017-11-17 01:00:00,2017-11-26 01:00:00,2017-11-26 01:00:00
93d72b7c,006e419b,delivered,2017-01-21 23:00:00,2017-01-22 03:00:00,2017-01-23 23:00:00,2017-01-29 23:00:00,2017-02-05 23:00:00
5fb416c7,d1d9067a,delivered,2018-01-21 13:00:00,2018-01-21 15:00:00,2018-01-23 13:00:00,2018-01-30 13:00:00,2018-02-08 13:00:00
7785b9b7,20b21d73,delivered,2018-03-11 16:00:00,2018-03-11 20:00:00,2018-03-13 16:00:00,2018-03-16 16:00:00,2018-03-21 16:00:00
550c9ad4,ceeba075,delivered,2018-08-23 23:00:00,2018-08-24 01:00:00,2018-08-25 23:00:00,2018-09-02 23:00:00,2018-09-05 23:00:00
476d6750,02bc0931,delivered,2018-02-21 07:00:00,2018-02-21 07:00:00,2018-02-23 07:00:00,2018-03-01 07:00:00,2018-03-14 07:00:00
b89ef72c,7e63f015,delivered,2017-09-07 19:00:00,2017-09-07 20:00:00,2017-09-08 19:00:00,2017-09-20 19:00:00,2017-09-23 19:00:00
f6d8ac2c,94f44c9f,delivered,2017-01-12 19:00:00,2017-01-12 20:00:00,2017-01-13 19:00:00,2017-01-24 19:00:00,2017-02-04 19:00:00
40d5810c,ddfe86c1,delivered,2018-07-26 10:00:00,2018-07-26 11:00:00,2018-07-28 10:00:00,2018-08-06 10:00:00,2018-08-15 10:00:00
982f395d,66b82d27,delivered,2017-08-31 17:00:00,2017-08-31 18:00:00,2017-09-01 17:00:00,2017-09-13 17:00:00,2017-09-15 17:00:00
0ee0364d,f7f42872,delivered,2017-06-02 07:00:00,2017-06-02 10:00:00,2017-06-03 07:00:00,2017-06-12 07:00:00,2017-06-16 07:00:00
3f67dae5,b991ca7f,delivered,2018-07-12 11:00:00,2018-07-12 12:00:00,2018-07-14 11:00:00,2018-07-17 11:00:00,2018-08-02 11:00:00
8f3e196b,a950fd90,delivered,2017-09-09 01:00:00,2017-09-09 05:00:00,2017-09-10 01:00:00,2017-09-22 01:00:00,2017-09-24 01:00:00
61a39816,63db1d21,delivered,2017-08-20 22:00:00,2017-08-21 00:00:00,2017-08-21 22:00:00,2017-08-26 22:00:00,2017-09-10 22:00:00
3422b589,48b03143,delivered,2018-02-01 15:00:00,2018-02-01 15:00:00,2018-02-02 15:00:00,2018-02-14 15:00:00,2018-02-22 15:00:00
d8e6a55c,111ad3ea,delivered,2018-06-20 08:00:00,2018-06-20 09:00:00,2018-06-21 08:00:00,2018-06-29 08:00:00,2018-07-11 08:00:00
a76512b1,4320064c,delivered,2018-06-15 01:00:00,2018-06-15 01:00:00,2018-06-17 01:00:00,2018-06-19 01:00:00,2018-06-29 01:00:00
228fd73a,bd88b940,delivered,2018-03-28 10:00:00,2018-03-28 13:00:00,2018-03-29 10:00:00,2018-03-31 10:00:00,2018-04-18 10:00:00
c753d736,5191af26,delivered,2018-02-04 03:00:00,2018-02-04 04:00:00,2018-02-06 03:00:00,2018-02-12 03:00:00,2018-02-25 03:00:00
06720e8e,f2efcabc,delivered,2017-01-27 22:00:00,2017-01-27 23:00:00,2017-01-28 22:00:00,2017-02-01 22:00:00,2017-02-11 22:00:00
818ed666,3ea46484,delivered,2018-06-13 09:00:00,2018-06-13 12:00:00,2018-06-14 09:00:00,2018-06-16 09:00:00,2018-07-03 09:00:00
42857350,dbb3afc2,delivered,2018-01-17 09:00:00,2018-01-17 12:00:00,2018-01-19 09:00:00,2018-01-28 09:00:00,2018-01-27 09:00:00
eeeb87f9,c16d63b6,delivered,2018-01-23 11:00:00,2018-01-23 15:00:00,2018-01-25 11:00:00,2018-01-29 11:00:00,2018-02-09 11:00:00
efb1e7f0,0d925003,delivered,2018-04-21 21:00:00,2018-04-22 00:00:00,2018-04-23 21:00:00,2018-05-02 21:00:00,2018-05-14 21:00:00
0d3ece4c,7a05ea2c,delivered,2017-08-22 01:00:00,2017-08-22 03:00:00,2017-08-23 01:00:00,2017-08-27 01:00:00,2017-09-09 01:00:00
b35e7ae6,a5e802a2,delivered,2017-11-25 02:00:00,2017-11-25 02:00:00,2017-11-26 02:00:00,2017-11-28 02:00:00,2017-12-17 02:00:00
74763a1e,7fd375cf,delivered,2017-05-09 21:00:00,2017-05-09 21:00:00,2017-05-10 21:00:00,2017-05-19 21:00:00,2017-05-23 21:00:00
2393ccaf,d763766d,delivered,2017-06-10 08:00:00,2017-06-10 10:00:00,2017-06-12 08:00:00,2017-06-16 08:00:00,2017-06-26 08:00:00
e9c3ec54,9b7efb71,delivered,2018-07-02 15:00:00,2018-07-02 16:00:00,2018-07-03 15:00:00,2018-07-08 15:00:00,2018-07-17 15:00:00
125022a8,e253080b,delivered,2018-01-14 21:00:00,2018-01-14 23:00:00,2018-01-16 21:00:00,2018-01-25 21:00:00,2018-01-24 21:00:00
50eca8b7,3386f42d,delivered,2017-06-12 13:00:00,2017-06-12 17:00:00,2017-06-13 13:00:00,2017-06-21 13:00:00,2017-07-05 13:00:00
7cab0508,af91317e,delivered,2017-01-15 19:00:00,2017-01-15 19:00:00,2017-01-16 19:00:00,2017-01-21 19:00:00,2017-01-31 19:00:00
2cd90dde,1fe87ee1,invoiced,2018-08-19 14:00:00,2018-08-19 14:00:00,2018-08-21 14:00:00,,2018-09-03 14:00:00
25c870a7,450a6383,delivered,2017-01-16 17:00:00,2017-01-16 20:00:00,2017-01-17 17:00:00,2017-01-20 17:00:00,2017-02-06 17:00:00
267b8eb6,fbe6cf4a,delivered,2017-05-01 10:00:00,2017-05-01 10:00:00,2017-05-03 10:00:00,2017-05-11 10:00:00,2017-05-21 10:00:00
18b94b9a,dcce0b4c,delivered,2018-01-22 20:00:00,2018-01-22 23:00:00,2018-01-24 20:00:00,2018-01-30 20:00:00,2018-02-03 20:00:00
d01add05,e8ddb1dc,delivered,2017-07-24 11:00:00,2017-07-24 15:00:00,2017-07-25 11:00:00,2017-08-03 11:00:00,2017-08-06 11:00:00
9caebccd,34a32d70,delivered,2018-06-03 13:00:00,2018-06-03 13:00:00,2018-06-04 13:00:00,2018-06-07 13:00:00,2018-06-19 13:00:00
5f64524c,ecbaab9a,delivered,2017-07-05 18:00:00,2017-07-05 20:00:00,2017-07-06 18:00:00,2017-07-09 18:00:00,2017-07-20 18:00:00
8ca0f34f,12a30ffc,delivered,2018-06-16 10:00:00,2018-06-16 13:00:00,2018-06-18 10:00:00,2018-06-24 10:00:00,2018-07-06 10:00:00
52c2b09b,d7b500f4,delivered,2018-08-11 20:00:00,2018-08-11 23:00:00,2018-08-12 20:00:00,2018-08-25 20:00:00,2018-08-24 20:00:00
aba371aa,96db2848,delivered,2017-03-31 15:00:00,2017-03-31 17:00:00,2017-04-02 15:00:00,2017-04-10 15:00:00,2017-04-14 15:00:00
c4898fcc,6a960d6b,delivered,2017-09-23 23:00:00,2017-09-24 02:00:00,2017-09-25 23:00:00,2017-10-07 23:00:00,2017-10-12 23:00:00
7f8f6a06,43328c90,delivered,2018-03-01 09:00:00,2018-03-01 11:00:00,2018-03-03 09:00:00,2018-03-13 09:00:00,2018-03-25 09:00:00
1fd5259d,de0196d4,delivered,2017-11-16 12:00:00,2017-11-16 14:00:00,2017-11-18 12:00:00,2017-11-30 12:00:00,2017-12-03 12:00:00
91f31cb7,bc7a9564,delivered,2018-03-23 20:00:00,2018-03-24 00:00:00,2018-03-25 20:00:00,2018-03-30 20:00:00,2018-04-10 20:00:00
b4c20561,d8d71ab9,delivered,2017-11-05 15:00:00,2017-11-05 18:00:00,2017-11-06 15:00:00,2017-11-18 15:00:00,2017-11-27 15:00:00
f126a5b5,d9f7e580,shipped,2018-03-26 08:00:00,2018-03-26 10:00:00,2018-03-27 08:00:00,,2018-04-13 08:00:00
b98d9863,4c57037c,delivered,2018-02-01 23:00:00,2018-02-02 03:00:00,2018-02-02 23:00:00,2018-02-08 23:00:00,2018-02-16 23:00:00
457d20c5,01b3ba55,delivered,2017-03-31 22:00:00,2017-03-31 22:00:00,2017-04-02 22:00:00,2017-04-13 22:00:00,2017-04-12 22:00:00
7dd66bb0,1f162098,delivered,2018-04-28 21:00:00,2018-04-28 23:00:00,2018-04-29 21:00:00,2018-05-02 21:00:00,2018-05-14 21:00:00
b7860e77,3cf8c5f2,delivered,2017-04-16 23:00:00,2017-04-17 00:00:00,2017-04-18 23:00:00,2017-04-27 23:00:00,2017-05-09 23:00:00
85321d43,ce020f46,delivered,2017-07-30 15:00:00,2017-07-30 16:00:00,2017-08-01 15:00:00,2017-08-13 15:00:00,2017-08-14 15:00:00
f1fccf9a,a4c639b9,delivered,2018-03-03 11:00:00,2018-03-03 15:00:00,2018-03-05 11:00:00,2018-03-12 11:00:00,2018-03-16 11:00:00
4bc8e8ea,887de5a5,delivered,2017-05-26 04:00:00,2017-05-26 07:00:00,2017-05-27 04:00:00,2017-06-02 04:00:00,2017-06-05 04:00:00
1d9c2a5e,97071933,delivered,2018-07-29 11:00:00,2018-07-29 15:00:00,2018-07-30 11:00:00,2018-08-04 11:00:00,2018-08-08 11:00:00
2166024c,b27ad3e8,delivered,2017-12-09 02:00:00,2017-12-09 03:00:00,2017-12-10 02:00:00,2017-12-13 02:00:00,2017-12-23 02:00:00
b04b6e6f,09fc91f8,delivered,2017-04-06 01:00:00,2017-04-06 02:00:00,2017-04-08 01:00:00,2017-04-15 01:00:00,2017-04-29 01:00:00
89809ab4,f278f595,delivered,2017-09-29 20:00:00,2017-09-30 00:00:00,2017-09-30 20:00:00,2017-10-09 20:00:00,2017-10-12 20:00:00
ceb8f24b,f797d9fd,delivered,2018-05-13 09:00:00,2018-05-13 09:00:00,2018-05-14 09:00:00,2018-05-27 09:00:00,2018-06-01 09:00:00
c3714099,d7d74ff9,delivered,2017-10-31 15:00:00,2017-10-31 16:00:00,2017-11-01 15:00:00,2017-11-13 15:00:00,2017-11-12 15:00:00
2c43538f,38370f4c,delivered,2017-10-22 08:00:00,2017-10-22 09:00:00,2017-10-23 08:00:00,2017-11-03 08:00:00,2017-11-10 08:00:00
fb8bc075,21802908,delivered,2017-09-05 01:00:00,2017-09-05 04:00:00,2017-09-06 01:00:00,2017-09-19 01:00:00,2017-09-18 01:00:00
08aa4d86,fd4c0587,delivered,2018-03-18 21:00:00,2018-03-18 23:00:00,2018-03-19 21:00:00,2018-03-25 21:00:00,2018-04-07 21:00:00
42956087,0b07aa27,delivered,2017-07-22 10:00:00,2017-07-22 11:00:00,2017-07-24 10:00:00,2017-07-26 10:00:00,2017-08-06 10:00:00
34e631af,a8e0e150,delivered,2018-04-13 22:00:00,2018-04-14 02:00:00,2018-04-15 22:00:00,2018-04-22 22:00:00,2018-05-07 22:00:00
f8c80a6b,1b2d546a,delivered,2018-02-21 02:00:00,2018-02-21 05:00:00,2018-02-23 02:00:00,2018-02-28 02:00:00,2018-03-07 02:00:00
c52cb9f6,64f2df60,delivered,2018-05-02 21:00:00,2018-05-02 23:00:00,2018-05-04 21:00:00,2018-05-15 21:00:00,2018-05-25 21:00:00
40e92531,cc6c975c,delivered,2018-04-03 13:00:00,2018-04-03 16:00:00,2018-04-05 13:00:00,2018-04-11 13:00:00,2018-04-13 13:00:00
e98cd315,1a98e7a9,delivered,2017-11-03 16:00:00,2017-11-03 19:00:00,2017-11-04 16:00:00,2017-11-09 16:00:00,2017-11-20 16:00:00
4337142c,ff6bd51a,delivered,2018-03-20 06:00:00,2018-03-20 06:00:00,2018-03-22 06:00:00,2018-04-02 06:00:00,2018-04-10 06:00:00
c5a54637,2de2f97c,delivered,2017-10-30 04:00:00,2017-10-30 08:00:00,2017-11-01 04:00:00,2017-11-04 04:00:00,2017-11-13 04:00:00
82408fb4,6c796e34,delivered,2018-06-13 18:00:00,2018-06-13 20:00:00,2018-06-14 18:00:00,2018-06-23 18:00:00,2018-06-26 18:00:00
77e6cb99,5c55827e,delivered,2017-09-03 05:00:00,2017-09-03 05:00:00,2017-09-04 05:00:00,2017-09-15 05:00:00,2017-09-17 05:00:00
b6fcef1a,5d816df2,shipped,2017-05-02 05:00:00,2017-05-02 05:00:00,2017-05-03 05:00:00,,2017-05-24 05:00:00
4970f76b,8892a2d9,delivered,2017-03-28 01:00:00,2017-03-28 01:00:00,2017-03-29 01:00:00,2017-04-02 01:00:00,2017-04-14 01:00:00
a40960cf,71c1856b,delivered,2018-05-16 09:00:00,2018-05-16 11:00:00,2018-05-17 09:00:00,2018-05-27 09:00:00,2018-06-01 09:00:00
22224625,49bab249,delivered,2017-08-15 18:00:00,2017-08-15 19:00:00,2017-08-16 18:00:00,2017-08-24 18:00:00,2017-08-31 18:00:00
7119bad4,27ad0a9b,delivered,2018-03-04 04:00:00,2018-03-04 05:00:00,2018-03-05 04:00:00,2018-03-13 04:00:00,2018-03-16 04:00:00
d98a9e8d,fa72d30c,delivered,2017-05-17 19:00:00,2017-05-17 22:00:00,2017-05-19 19:00:00,2017-05-31 19:00:00,2017-06-02 19:00:00
a204cbcf,3456303a,delivered,2018-04-03 10:00:00,2018-04-03 12:00:00,2018-04-05 10:00:00,2018-04-08 10:00:00,2018-04-26 10:00:00
c9d459d3,e1795994,delivered,2017-07-07 12:00:00,2017-07-07 12:00:00,2017-07-08 12:00:00,2017-07-12 12:00:00,2017-07-18 12:00:00
